index,category_1,category_2,counts,date,week_no
14581,Persons,45-64,1171,2018-09-21,38
14582,Persons,45-64,1083,2018-09-28,39
14583,Persons,45-64,1200,2018-10-05,40
14584,Persons,45-64,1212,2018-10-12,41
14585,Persons,45-64,1209,2018-10-19,42
14586,Persons,45-64,1200,2018-10-26,43
14587,Persons,45-64,1151,2018-11-02,44
14588,Persons,45-64,1157,2018-11-09,45
14589,Persons,45-64,1238,2018-11-16,46
14590,Persons,45-64,1223,2018-11-23,47
14591,Persons,45-64,1246,2018-11-30,48
14592,Persons,45-64,1218,2018-12-07,49
14593,Persons,45-64,1265,2018-12-14,50
14594,Persons,45-64,1306,2018-12-21,51
14595,Persons,45-64,792,2018-12-28,52
14596,Persons,65-74,1976,2018-01-05,1
14597,Persons,65-74,2321,2018-01-12,2
14598,Persons,65-74,2191,2018-01-19,3
14599,Persons,65-74,2157,2018-01-26,4
14600,Persons,65-74,1988,2018-02-02,5
14601,Persons,65-74,2032,2018-02-09,6
14602,Persons,65-74,1953,2018-02-16,7
14603,Persons,65-74,1896,2018-02-23,8
14604,Persons,65-74,1728,2018-03-02,9
14605,Persons,65-74,2019,2018-03-09,10
14606,Persons,65-74,1989,2018-03-16,11
14607,Persons,65-74,1917,2018-03-23,12
14608,Persons,65-74,1586,2018-03-30,13
14609,Persons,65-74,1764,2018-04-06,14
14610,Persons,65-74,2053,2018-04-13,15
14611,Persons,65-74,1880,2018-04-20,16
14612,Persons,65-74,1707,2018-04-27,17
14613,Persons,65-74,1725,2018-05-04,18
14614,Persons,65-74,1437,2018-05-11,19
14615,Persons,65-74,1760,2018-05-18,20
14616,Persons,65-74,1659,2018-05-25,21
14617,Persons,65-74,1431,2018-06-01,22
14618,Persons,65-74,1700,2018-06-08,23
14619,Persons,65-74,1607,2018-06-15,24
14620,Persons,65-74,1613,2018-06-22,25
14621,Persons,65-74,1652,2018-06-29,26
14622,Persons,65-74,1548,2018-07-06,27
14623,Persons,65-74,1600,2018-07-13,28
14624,Persons,65-74,1577,2018-07-20,29
14625,Persons,65-74,1566,2018-07-27,30
14626,Persons,65-74,1536,2018-08-03,31
14627,Persons,65-74,1608,2018-08-10,32
14628,Persons,65-74,1558,2018-08-17,33
14629,Persons,65-74,1601,2018-08-24,34
14630,Persons,65-74,1442,2018-08-31,35
14631,Persons,65-74,1621,2018-09-07,36
14632,Persons,65-74,1600,2018-09-14,37
14633,Persons,65-74,1623,2018-09-21,38
14634,Persons,65-74,1607,2018-09-28,39
14635,Persons,65-74,1627,2018-10-05,40
14636,Persons,65-74,1607,2018-10-12,41
14637,Persons,65-74,1654,2018-10-19,42
14638,Persons,65-74,1657,2018-10-26,43
14639,Persons,65-74,1569,2018-11-02,44
14640,Persons,65-74,1666,2018-11-09,45
14641,Persons,65-74,1716,2018-11-16,46
14642,Persons,65-74,1700,2018-11-23,47
14643,Persons,65-74,1658,2018-11-30,48
14644,Persons,65-74,1696,2018-12-07,49
14645,Persons,65-74,1814,2018-12-14,50
14646,Persons,65-74,1867,2018-12-21,51
14647,Persons,65-74,1205,2018-12-28,52
14648,Persons,75-84,3612,2018-01-05,1
14649,Persons,75-84,4155,2018-01-12,2
14650,Persons,75-84,3866,2018-01-19,3
14651,Persons,75-84,3824,2018-01-26,4
14652,Persons,75-84,3661,2018-02-02,5
14653,Persons,75-84,3376,2018-02-09,6
14654,Persons,75-84,3492,2018-02-16,7
14655,Persons,75-84,3398,2018-02-23,8
14656,Persons,75-84,3028,2018-03-02,9
14657,Persons,75-84,3691,2018-03-09,10
14658,Persons,75-84,3594,2018-03-16,11
14659,Persons,75-84,3342,2018-03-23,12
14660,Persons,75-84,2884,2018-03-30,13
14661,Persons,75-84,3013,2018-04-06,14
14662,Persons,75-84,3442,2018-04-13,15
14663,Persons,75-84,3109,2018-04-20,16
14664,Persons,75-84,2906,2018-04-27,17
14665,Persons,75-84,2907,2018-05-04,18
14666,Persons,75-84,2384,2018-05-11,19
14667,Persons,75-84,2791,2018-05-18,20
14668,Persons,75-84,2687,2018-05-25,21
14669,Persons,75-84,2330,2018-06-01,22
14670,Persons,75-84,2881,2018-06-08,23
14671,Persons,75-84,2670,2018-06-15,24
14672,Persons,75-84,2550,2018-06-22,25
14673,Persons,75-84,2508,2018-06-29,26
14674,Persons,75-84,2611,2018-07-06,27
14675,Persons,75-84,2633,2018-07-13,28
14676,Persons,75-84,2484,2018-07-20,29
14677,Persons,75-84,2628,2018-07-27,30
14678,Persons,75-84,2620,2018-08-03,31
14679,Persons,75-84,2563,2018-08-10,32
14680,Persons,75-84,2489,2018-08-17,33
14681,Persons,75-84,2560,2018-08-24,34
14682,Persons,75-84,2150,2018-08-31,35
14683,Persons,75-84,2638,2018-09-07,36
14684,Persons,75-84,2576,2018-09-14,37
14685,Persons,75-84,2601,2018-09-21,38
14686,Persons,75-84,2629,2018-09-28,39
14687,Persons,75-84,2696,2018-10-05,40
14688,Persons,75-84,2741,2018-10-12,41
14689,Persons,75-84,2769,2018-10-19,42
14690,Persons,75-84,2642,2018-10-26,43
14691,Persons,75-84,2700,2018-11-02,44
14692,Persons,75-84,2949,2018-11-09,45
14693,Persons,75-84,2819,2018-11-16,46
14694,Persons,75-84,2766,2018-11-23,47
14695,Persons,75-84,2829,2018-11-30,48
14696,Persons,75-84,2965,2018-12-07,49
14697,Persons,75-84,2962,2018-12-14,50
14698,Persons,75-84,3136,2018-12-21,51
14699,Persons,75-84,2013,2018-12-28,52
14700,Persons,85+,5565,2018-01-05,1
14701,Persons,85+,6621,2018-01-12,2
14702,Persons,85+,6325,2018-01-19,3
14703,Persons,85+,6122,2018-01-26,4
14704,Persons,85+,5838,2018-02-02,5
14705,Persons,85+,5374,2018-02-09,6
14706,Persons,85+,5041,2018-02-16,7
14707,Persons,85+,5137,2018-02-23,8
14708,Persons,85+,4559,2018-03-02,9
14709,Persons,85+,5564,2018-03-09,10
14710,Persons,85+,5496,2018-03-16,11
14711,Persons,85+,4966,2018-03-23,12
14712,Persons,85+,4082,2018-03-30,13
14713,Persons,85+,4460,2018-04-06,14
14714,Persons,85+,5026,2018-04-13,15
14715,Persons,85+,4472,2018-04-20,16
14716,Persons,85+,4071,2018-04-27,17
14717,Persons,85+,3778,2018-05-04,18
14718,Persons,85+,3372,2018-05-11,19
14719,Persons,85+,3884,2018-05-18,20
14720,Persons,85+,3665,2018-05-25,21
14721,Persons,85+,3074,2018-06-01,22
14722,Persons,85+,3811,2018-06-08,23
14723,Persons,85+,3504,2018-06-15,24
14724,Persons,85+,3548,2018-06-22,25
14725,Persons,85+,3497,2018-06-29,26
14726,Persons,85+,3590,2018-07-06,27
14727,Persons,85+,3547,2018-07-13,28
14728,Persons,85+,3536,2018-07-20,29
14729,Persons,85+,3391,2018-07-27,30
14730,Persons,85+,3484,2018-08-03,31
14731,Persons,85+,3568,2018-08-10,32
14732,Persons,85+,3325,2018-08-17,33
14733,Persons,85+,3418,2018-08-24,34
14734,Persons,85+,2961,2018-08-31,35
14735,Persons,85+,3602,2018-09-07,36
14736,Persons,85+,3487,2018-09-14,37
14737,Persons,85+,3531,2018-09-21,38
14738,Persons,85+,3501,2018-09-28,39
14739,Persons,85+,3636,2018-10-05,40
14740,Persons,85+,3694,2018-10-12,41
14741,Persons,85+,3870,2018-10-19,42
14742,Persons,85+,3706,2018-10-26,43
14743,Persons,85+,3750,2018-11-02,44
14744,Persons,85+,4015,2018-11-09,45
14745,Persons,85+,4052,2018-11-16,46
14746,Persons,85+,3872,2018-11-23,47
14747,Persons,85+,3905,2018-11-30,48
14748,Persons,85+,4022,2018-12-07,49
14749,Persons,85+,4150,2018-12-14,50
14750,Persons,85+,4410,2018-12-21,51
14751,Persons,85+,2922,2018-12-28,52
14752,Males,Under 1 year,32,2018-01-05,1
14753,Males,Under 1 year,42,2018-01-12,2
14754,Males,Under 1 year,33,2018-01-19,3
14755,Males,Under 1 year,26,2018-01-26,4
14756,Males,Under 1 year,24,2018-02-02,5
14757,Males,Under 1 year,26,2018-02-09,6
14758,Males,Under 1 year,24,2018-02-16,7
14759,Males,Under 1 year,18,2018-02-23,8
14760,Males,Under 1 year,25,2018-03-02,9
14761,Males,Under 1 year,26,2018-03-09,10
14762,Males,Under 1 year,25,2018-03-16,11
14763,Males,Under 1 year,35,2018-03-23,12
14764,Males,Under 1 year,21,2018-03-30,13
14765,Males,Under 1 year,28,2018-04-06,14
14766,Males,Under 1 year,19,2018-04-13,15
14767,Males,Under 1 year,29,2018-04-20,16
14768,Males,Under 1 year,32,2018-04-27,17
14769,Males,Under 1 year,29,2018-05-04,18
14770,Males,Under 1 year,26,2018-05-11,19
14771,Males,Under 1 year,29,2018-05-18,20
14772,Males,Under 1 year,33,2018-05-25,21
14773,Males,Under 1 year,27,2018-06-01,22
14774,Males,Under 1 year,32,2018-06-08,23
14775,Males,Under 1 year,33,2018-06-15,24
14776,Males,Under 1 year,27,2018-06-22,25
14777,Males,Under 1 year,23,2018-06-29,26
14778,Males,Under 1 year,26,2018-07-06,27
14779,Males,Under 1 year,25,2018-07-13,28
14780,Males,Under 1 year,28,2018-07-20,29
14781,Males,Under 1 year,36,2018-07-27,30
14782,Males,Under 1 year,33,2018-08-03,31
14783,Males,Under 1 year,30,2018-08-10,32
14784,Males,Under 1 year,38,2018-08-17,33
14785,Males,Under 1 year,30,2018-08-24,34
14786,Males,Under 1 year,30,2018-08-31,35
14787,Males,Under 1 year,27,2018-09-07,36
14788,Males,Under 1 year,29,2018-09-14,37
14789,Males,Under 1 year,42,2018-09-21,38
14790,Males,Under 1 year,29,2018-09-28,39
14791,Males,Under 1 year,16,2018-10-05,40
14792,Males,Under 1 year,23,2018-10-12,41
14793,Males,Under 1 year,26,2018-10-19,42
14794,Males,Under 1 year,34,2018-10-26,43
14795,Males,Under 1 year,27,2018-11-02,44
14796,Males,Under 1 year,24,2018-11-09,45
14797,Males,Under 1 year,24,2018-11-16,46
14798,Males,Under 1 year,35,2018-11-23,47
14799,Males,Under 1 year,32,2018-11-30,48
14800,Males,Under 1 year,24,2018-12-07,49
14801,Males,Under 1 year,26,2018-12-14,50
14802,Males,Under 1 year,24,2018-12-21,51
14803,Males,Under 1 year,10,2018-12-28,52
14804,Males,01-14,11,2018-01-05,1
14805,Males,01-14,5,2018-01-12,2
14806,Males,01-14,12,2018-01-19,3
14807,Males,01-14,18,2018-01-26,4
14808,Males,01-14,8,2018-02-02,5
14809,Males,01-14,13,2018-02-09,6
14810,Males,01-14,11,2018-02-16,7
14811,Males,01-14,7,2018-02-23,8
14812,Males,01-14,6,2018-03-02,9
14813,Males,01-14,16,2018-03-09,10
14814,Males,01-14,7,2018-03-16,11
14815,Males,01-14,5,2018-03-23,12
14816,Males,01-14,7,2018-03-30,13
14817,Males,01-14,13,2018-04-06,14
14818,Males,01-14,14,2018-04-13,15
14819,Males,01-14,10,2018-04-20,16
14820,Males,01-14,6,2018-04-27,17
14821,Males,01-14,14,2018-05-04,18
14822,Males,01-14,12,2018-05-11,19
14823,Males,01-14,16,2018-05-18,20
14824,Males,01-14,8,2018-05-25,21
14825,Males,01-14,14,2018-06-01,22
14826,Males,01-14,9,2018-06-08,23
14827,Males,01-14,7,2018-06-15,24
14828,Males,01-14,13,2018-06-22,25
14829,Males,01-14,15,2018-06-29,26
14830,Males,01-14,15,2018-07-06,27
14831,Males,01-14,15,2018-07-13,28
14832,Males,01-14,8,2018-07-20,29
14833,Males,01-14,10,2018-07-27,30
14834,Males,01-14,12,2018-08-03,31
14835,Males,01-14,11,2018-08-10,32
14836,Males,01-14,7,2018-08-17,33
14837,Males,01-14,8,2018-08-24,34
14838,Males,01-14,8,2018-08-31,35
14839,Males,01-14,9,2018-09-07,36
14840,Males,01-14,9,2018-09-14,37
14841,Males,01-14,11,2018-09-21,38
14842,Males,01-14,6,2018-09-28,39
14843,Males,01-14,7,2018-10-05,40
14844,Males,01-14,14,2018-10-12,41
14845,Males,01-14,14,2018-10-19,42
14846,Males,01-14,15,2018-10-26,43
14847,Males,01-14,15,2018-11-02,44
14848,Males,01-14,7,2018-11-09,45
14849,Males,01-14,15,2018-11-16,46
14850,Males,01-14,8,2018-11-23,47
14851,Males,01-14,5,2018-11-30,48
14852,Males,01-14,9,2018-12-07,49
14853,Males,01-14,9,2018-12-14,50
14854,Males,01-14,15,2018-12-21,51
14855,Males,01-14,7,2018-12-28,52
14856,Males,15-44,118,2018-01-05,1
14857,Males,15-44,186,2018-01-12,2
14858,Males,15-44,185,2018-01-19,3
14859,Males,15-44,219,2018-01-26,4
14860,Males,15-44,216,2018-02-02,5
14861,Males,15-44,190,2018-02-09,6
14862,Males,15-44,196,2018-02-16,7
14863,Males,15-44,206,2018-02-23,8
14864,Males,15-44,168,2018-03-02,9
14865,Males,15-44,195,2018-03-09,10
14866,Males,15-44,219,2018-03-16,11
14867,Males,15-44,182,2018-03-23,12
14868,Males,15-44,179,2018-03-30,13
14869,Males,15-44,167,2018-04-06,14
14870,Males,15-44,220,2018-04-13,15
14871,Males,15-44,191,2018-04-20,16
14872,Males,15-44,227,2018-04-27,17
14873,Males,15-44,201,2018-05-04,18
14874,Males,15-44,163,2018-05-11,19
14875,Males,15-44,205,2018-05-18,20
14876,Males,15-44,170,2018-05-25,21
14877,Males,15-44,171,2018-06-01,22
14878,Males,15-44,193,2018-06-08,23
14879,Males,15-44,182,2018-06-15,24
14880,Males,15-44,203,2018-06-22,25
14881,Males,15-44,193,2018-06-29,26
14882,Males,15-44,181,2018-07-06,27
14883,Males,15-44,204,2018-07-13,28
14884,Males,15-44,187,2018-07-20,29
14885,Males,15-44,197,2018-07-27,30
14886,Males,15-44,190,2018-08-03,31
14887,Males,15-44,237,2018-08-10,32
14888,Males,15-44,161,2018-08-17,33
14889,Males,15-44,165,2018-08-24,34
14890,Males,15-44,151,2018-08-31,35
14891,Males,15-44,194,2018-09-07,36
14892,Males,15-44,179,2018-09-14,37
14893,Males,15-44,179,2018-09-21,38
14894,Males,15-44,184,2018-09-28,39
14895,Males,15-44,173,2018-10-05,40
14896,Males,15-44,229,2018-10-12,41
14897,Males,15-44,195,2018-10-19,42
14898,Males,15-44,202,2018-10-26,43
14899,Males,15-44,192,2018-11-02,44
14900,Males,15-44,195,2018-11-09,45
14901,Males,15-44,196,2018-11-16,46
14902,Males,15-44,197,2018-11-23,47
14903,Males,15-44,205,2018-11-30,48
14904,Males,15-44,220,2018-12-07,49
14905,Males,15-44,190,2018-12-14,50
14906,Males,15-44,222,2018-12-21,51
14907,Males,15-44,103,2018-12-28,52
14908,Males,45-64,748,2018-01-05,1
14909,Males,45-64,918,2018-01-12,2
14910,Males,45-64,888,2018-01-19,3
14911,Males,45-64,889,2018-01-26,4
14912,Males,45-64,809,2018-02-02,5
14913,Males,45-64,816,2018-02-09,6
14914,Males,45-64,836,2018-02-16,7
14915,Males,45-64,840,2018-02-23,8
14916,Males,45-64,745,2018-03-02,9
14917,Males,45-64,806,2018-03-09,10
14918,Males,45-64,798,2018-03-16,11
14919,Males,45-64,810,2018-03-23,12
14920,Males,45-64,674,2018-03-30,13
14921,Males,45-64,718,2018-04-06,14
14922,Males,45-64,812,2018-04-13,15
14923,Males,45-64,830,2018-04-20,16
14924,Males,45-64,731,2018-04-27,17
14925,Males,45-64,815,2018-05-04,18
14926,Males,45-64,648,2018-05-11,19
14927,Males,45-64,791,2018-05-18,20
14928,Males,45-64,731,2018-05-25,21
14929,Males,45-64,581,2018-06-01,22
14930,Males,45-64,723,2018-06-08,23
14931,Males,45-64,698,2018-06-15,24
14932,Males,45-64,696,2018-06-22,25
14933,Males,45-64,726,2018-06-29,26
14934,Males,45-64,697,2018-07-06,27
14935,Males,45-64,677,2018-07-13,28
14936,Males,45-64,703,2018-07-20,29
14937,Males,45-64,727,2018-07-27,30
14938,Males,45-64,685,2018-08-03,31
14939,Males,45-64,725,2018-08-10,32
14940,Males,45-64,669,2018-08-17,33
14941,Males,45-64,659,2018-08-24,34
14942,Males,45-64,575,2018-08-31,35
14943,Males,45-64,709,2018-09-07,36
14944,Males,45-64,722,2018-09-14,37
14945,Males,45-64,709,2018-09-21,38
14946,Males,45-64,652,2018-09-28,39
14947,Males,45-64,709,2018-10-05,40
14948,Males,45-64,699,2018-10-12,41
14949,Males,45-64,760,2018-10-19,42
14950,Males,45-64,702,2018-10-26,43
14951,Males,45-64,677,2018-11-02,44
14952,Males,45-64,687,2018-11-09,45
14953,Males,45-64,734,2018-11-16,46
14954,Males,45-64,700,2018-11-23,47
14955,Males,45-64,733,2018-11-30,48
14956,Males,45-64,701,2018-12-07,49
14957,Males,45-64,747,2018-12-14,50
14958,Males,45-64,810,2018-12-21,51
14959,Males,45-64,450,2018-12-28,52
14960,Males,65-74,1120,2018-01-05,1
14961,Males,65-74,1347,2018-01-12,2
14962,Males,65-74,1268,2018-01-19,3
14963,Males,65-74,1273,2018-01-26,4
14964,Males,65-74,1186,2018-02-02,5
14965,Males,65-74,1183,2018-02-09,6
14966,Males,65-74,1168,2018-02-16,7
14967,Males,65-74,1067,2018-02-23,8
14968,Males,65-74,998,2018-03-02,9
14969,Males,65-74,1158,2018-03-09,10
14970,Males,65-74,1157,2018-03-16,11
14971,Males,65-74,1133,2018-03-23,12
14972,Males,65-74,921,2018-03-30,13
14973,Males,65-74,1029,2018-04-06,14
14974,Males,65-74,1197,2018-04-13,15
14975,Males,65-74,1106,2018-04-20,16
14976,Males,65-74,980,2018-04-27,17
14977,Males,65-74,1008,2018-05-04,18
14978,Males,65-74,841,2018-05-11,19
14979,Males,65-74,1017,2018-05-18,20
14980,Males,65-74,994,2018-05-25,21
14981,Males,65-74,845,2018-06-01,22
14982,Males,65-74,968,2018-06-08,23
14983,Males,65-74,949,2018-06-15,24
14984,Males,65-74,994,2018-06-22,25
14985,Males,65-74,936,2018-06-29,26
14986,Males,65-74,892,2018-07-06,27
14987,Males,65-74,957,2018-07-13,28
14988,Males,65-74,925,2018-07-20,29
14989,Males,65-74,922,2018-07-27,30
14990,Males,65-74,863,2018-08-03,31
14991,Males,65-74,960,2018-08-10,32
14992,Males,65-74,918,2018-08-17,33
14993,Males,65-74,901,2018-08-24,34
14994,Males,65-74,815,2018-08-31,35
14995,Males,65-74,985,2018-09-07,36
14996,Males,65-74,922,2018-09-14,37
14997,Males,65-74,945,2018-09-21,38
14998,Males,65-74,929,2018-09-28,39
14999,Males,65-74,965,2018-10-05,40
15000,Males,65-74,987,2018-10-12,41
15001,Males,65-74,965,2018-10-19,42
15002,Males,65-74,953,2018-10-26,43
15003,Males,65-74,937,2018-11-02,44
15004,Males,65-74,971,2018-11-09,45
15005,Males,65-74,986,2018-11-16,46
15006,Males,65-74,982,2018-11-23,47
15007,Males,65-74,953,2018-11-30,48
15008,Males,65-74,991,2018-12-07,49
15009,Males,65-74,1057,2018-12-14,50
15010,Males,65-74,1112,2018-12-21,51
15011,Males,65-74,694,2018-12-28,52
15012,Males,75-84,1865,2018-01-05,1
15013,Males,75-84,2120,2018-01-12,2
15014,Males,75-84,2009,2018-01-19,3
15015,Males,75-84,1978,2018-01-26,4
15016,Males,75-84,1960,2018-02-02,5
15017,Males,75-84,1786,2018-02-09,6
15018,Males,75-84,1851,2018-02-16,7
15019,Males,75-84,1731,2018-02-23,8
15020,Males,75-84,1579,2018-03-02,9
15021,Males,75-84,1945,2018-03-09,10
15022,Males,75-84,1879,2018-03-16,11
15023,Males,75-84,1732,2018-03-23,12
15024,Males,75-84,1580,2018-03-30,13
15025,Males,75-84,1605,2018-04-06,14
15026,Males,75-84,1870,2018-04-13,15
15027,Males,75-84,1678,2018-04-20,16
15028,Males,75-84,1522,2018-04-27,17
15029,Males,75-84,1539,2018-05-04,18
15030,Males,75-84,1280,2018-05-11,19
15031,Males,75-84,1509,2018-05-18,20
15032,Males,75-84,1431,2018-05-25,21
15033,Males,75-84,1259,2018-06-01,22
15034,Males,75-84,1510,2018-06-08,23
15035,Males,75-84,1479,2018-06-15,24
15036,Males,75-84,1382,2018-06-22,25
15037,Males,75-84,1346,2018-06-29,26
15038,Males,75-84,1418,2018-07-06,27
15039,Males,75-84,1421,2018-07-13,28
15040,Males,75-84,1333,2018-07-20,29
15041,Males,75-84,1417,2018-07-27,30
15042,Males,75-84,1357,2018-08-03,31
15043,Males,75-84,1439,2018-08-10,32
15044,Males,75-84,1311,2018-08-17,33
15045,Males,75-84,1381,2018-08-24,34
15046,Males,75-84,1123,2018-08-31,35
15047,Males,75-84,1361,2018-09-07,36
15048,Males,75-84,1353,2018-09-14,37
15049,Males,75-84,1373,2018-09-21,38
15050,Males,75-84,1443,2018-09-28,39
15051,Males,75-84,1461,2018-10-05,40
15052,Males,75-84,1451,2018-10-12,41
15053,Males,75-84,1493,2018-10-19,42
15054,Males,75-84,1474,2018-10-26,43
15055,Males,75-84,1448,2018-11-02,44
15056,Males,75-84,1589,2018-11-09,45
15057,Males,75-84,1519,2018-11-16,46
15058,Males,75-84,1455,2018-11-23,47
15059,Males,75-84,1504,2018-11-30,48
15060,Males,75-84,1573,2018-12-07,49
15061,Males,75-84,1576,2018-12-14,50
15062,Males,75-84,1680,2018-12-21,51
15063,Males,75-84,1051,2018-12-28,52
15064,Males,85+,2080,2018-01-05,1
15065,Males,85+,2499,2018-01-12,2
15066,Males,85+,2390,2018-01-19,3
15067,Males,85+,2264,2018-01-26,4
15068,Males,85+,2204,2018-02-02,5
15069,Males,85+,2043,2018-02-09,6
15070,Males,85+,1999,2018-02-16,7
15071,Males,85+,1915,2018-02-23,8
15072,Males,85+,1751,2018-03-02,9
15073,Males,85+,2142,2018-03-09,10
15074,Males,85+,2075,2018-03-16,11
15075,Males,85+,1885,2018-03-23,12
15076,Males,85+,1505,2018-03-30,13
15077,Males,85+,1699,2018-04-06,14
15078,Males,85+,1974,2018-04-13,15
15079,Males,85+,1722,2018-04-20,16
15080,Males,85+,1566,2018-04-27,17
15081,Males,85+,1511,2018-05-04,18
15082,Males,85+,1343,2018-05-11,19
15083,Males,85+,1543,2018-05-18,20
15084,Males,85+,1509,2018-05-25,21
15085,Males,85+,1210,2018-06-01,22
15086,Males,85+,1524,2018-06-08,23
15087,Males,85+,1368,2018-06-15,24
15088,Males,85+,1447,2018-06-22,25
15089,Males,85+,1393,2018-06-29,26
15090,Males,85+,1443,2018-07-06,27
15091,Males,85+,1388,2018-07-13,28
15092,Males,85+,1455,2018-07-20,29
15093,Males,85+,1277,2018-07-27,30
